16:32:24.419 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 5:0
16:32:24.779 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
16:32:24.779 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 6:0
16:32:24.779 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 6:1
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 5:0
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 5:1
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 5:2
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 6:1
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 6:2
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:0
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:1
16:32:25.219 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:2
16:32:25.899 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:25.899 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 7:0
16:32:25.900 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 6:1
16:32:25.900 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:0
16:32:25.900 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:1
16:32:25.900 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:0
16:32:25.900 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 8:0
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:0
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:1
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:0
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:0
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:26.451 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:1
16:32:27.116 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:27.116 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 9:0
